job_id,company,role,location,work_mode,employment_type,experience_years,skills,salary_lpa,date_posted,skills_cleaned
3583,Amazon,Data Analyst,Pune,Remote,Internship,5,Azure|Tableau|Git|Excel,18.87,2023-04-21,"['git', 'tableau', 'azure', 'excel']"
3584,Microsoft,BI Analyst,Hyderabad,Onsite,Full-time,8,ETL|Docker|Airflow|Tableau|Data Warehousing|Azure|Python|Power BI,22.97,2023-08-04,"['airflow', 'power bi', 'azure', 'etl', 'data warehousing', 'tableau', 'python', 'docker']"
3585,Swiggy,Business Analyst,Bengaluru,Remote,Contract,8,Statistics|Tableau|Azure|AWS|NumPy|Python|Power BI|Pandas,28.14,2023-06-07,"['numpy', 'statistics', 'aws', 'power bi', 'pandas', 'tableau', 'python', 'azure']"
3586,Zoho,Data Analyst,Remote,Remote,Internship,4,Python|AWS|Tableau|Airflow,16.79,2024-03-15,"['airflow', 'tableau', 'python', 'aws']"
3587,Freshworks,Senior Data Analyst,Delhi,Onsite,Internship,7,ETL|Excel|NumPy|Python,20.94,2024-06-02,"['numpy', 'python', 'etl', 'excel']"
3588,Infosys,BI Analyst,Hyderabad,Remote,Full-time,6,Docker|Python|Pandas|Tableau|Statistics,21.53,2024-06-22,"['statistics', 'pandas', 'tableau', 'python', 'docker']"
3589,Deloitte,Business Analyst,Remote,Remote,Contract,3,Git|Python|SQL|AWS,12.01,2024-04-20,"['aws', 'git', 'python', 'sql']"
3590,Paytm,Data Analyst,Mumbai,Remote,Contract,7,Tableau|Airflow|Power BI|SQL|Python|AWS,24.13,2024-11-02,"['aws', 'sql', 'airflow', 'power bi', 'tableau', 'python']"
3591,Zoho,Business Analyst,Mumbai,Remote,Contract,6,Data Warehousing|Pandas|Machine Learning|Azure|Docker|SQL|NumPy,22.03,2024-01-23,"['machine learning', 'numpy', 'sql', 'azure', 'data warehousing', 'pandas', 'docker']"
3592,Walmart,Analytics Engineer,Chennai,Remote,Internship,8,Pandas|ETL|AWS|Python,24.49,2023-06-25,"['pandas', 'python', 'etl', 'aws']"
3593,Accenture,Data Scientist,Pune,Remote,Full-time,4,Azure|Python|NumPy|Machine Learning|Airflow|SQL|Data Warehousing,21.47,2023-10-20,"['machine learning', 'numpy', 'sql', 'airflow', 'data warehousing', 'python', 'azure']"
3594,Deloitte,Data Scientist,Hyderabad,Hybrid,Internship,7,Git|Python|Tableau|SQL|ETL|Machine Learning|Airflow|Spark,29.17,2024-09-24,"['machine learning', 'git', 'sql', 'airflow', 'spark', 'etl', 'tableau', 'python']"
3595,Amazon,Senior Data Analyst,Mumbai,Onsite,Internship,4,Data Warehousing|Git|Machine Learning|AWS|Python|Excel,16.26,2023-11-22,"['machine learning', 'aws', 'excel', 'git', 'data warehousing', 'python']"
3596,Deloitte,BI Analyst,Bengaluru,Remote,Internship,7,Airflow|SQL|Power BI|ETL|Tableau,25.56,2024-03-08,"['sql', 'airflow', 'power bi', 'etl', 'tableau']"
3597,Paytm,BI Analyst,Pune,Remote,Full-time,6,SQL|Azure|Git|ETL|AWS|Airflow,19.91,2024-10-17,"['aws', 'git', 'sql', 'airflow', 'etl', 'azure']"
3598,Accenture,Analytics Engineer,Pune,Onsite,Internship,7,Python|NumPy|Statistics|Machine Learning|Power BI|Azure|Pandas|Tableau,24.25,2024-06-22,"['machine learning', 'numpy', 'statistics', 'power bi', 'tableau', 'pandas', 'python', 'azure']"
3599,Amazon,BI Analyst,Delhi,Onsite,Full-time,0,Power BI|Azure|Airflow|Pandas|Statistics|Machine Learning,7.4,2024-03-26,"['machine learning', 'statistics', 'airflow', 'power bi', 'pandas', 'azure']"
3600,Microsoft,Data Scientist,Pune,Onsite,Contract,1,Pandas|Tableau|Docker|Statistics|Azure|Data Warehousing,10.44,2024-09-08,"['statistics', 'docker', 'pandas', 'data warehousing', 'tableau', 'azure']"
3601,Swiggy,Data Scientist,Pune,Onsite,Internship,4,NumPy|Tableau|Statistics|Machine Learning|Power BI,21.92,2023-12-27,"['machine learning', 'numpy', 'statistics', 'power bi', 'tableau']"
3602,Swiggy,Analytics Engineer,Mumbai,Hybrid,Full-time,7,Docker|Excel|Python|Machine Learning|ETL|Git|Statistics,25.75,2023-09-17,"['machine learning', 'statistics', 'excel', 'git', 'etl', 'python', 'docker']"
3603,Freshworks,Data Analyst,Mumbai,Remote,Contract,5,Git|AWS|NumPy|Data Warehousing|Power BI|SQL|ETL,18.03,2023-11-21,"['numpy', 'aws', 'git', 'sql', 'power bi', 'etl', 'data warehousing']"
3604,Zoho,Senior Data Analyst,Remote,Hybrid,Full-time,2,Azure|AWS|Power BI|Excel|Pandas|Machine Learning,11.86,2024-09-16,"['machine learning', 'aws', 'excel', 'power bi', 'pandas', 'azure']"
3605,Paytm,Analytics Engineer,Bengaluru,Hybrid,Contract,0,Pandas|Excel|Spark|NumPy|Statistics|AWS|ETL,4.57,2023-11-18,"['numpy', 'statistics', 'aws', 'excel', 'spark', 'etl', 'pandas']"
3606,Amazon,Data Analyst,Mumbai,Onsite,Internship,3,Pandas|Git|Spark|Tableau|Machine Learning|NumPy|Azure|Airflow,14.85,2023-07-27,"['machine learning', 'numpy', 'git', 'airflow', 'spark', 'tableau', 'pandas', 'azure']"
3607,Zoho,Data Scientist,Mumbai,Remote,Contract,8,Excel|Data Warehousing|Pandas|Azure|ETL|NumPy|Docker,28.56,2024-02-27,"['numpy', 'excel', 'docker', 'etl', 'data warehousing', 'pandas', 'azure']"
3608,Infosys,Data Analyst,Delhi,Remote,Full-time,0,Spark|Airflow|Pandas|Statistics|Excel,5.68,2023-11-16,"['statistics', 'excel', 'airflow', 'spark', 'pandas']"
3609,Paytm,BI Analyst,Chennai,Onsite,Internship,1,Pandas|Docker|Power BI|Statistics|Tableau|Azure,6.2,2023-02-23,"['statistics', 'pandas', 'power bi', 'azure', 'tableau', 'docker']"
3610,TCS,Data Analyst,Remote,Hybrid,Internship,2,Docker|AWS|Data Warehousing|NumPy|Azure|Python|ETL,8.35,2023-02-07,"['numpy', 'aws', 'docker', 'etl', 'data warehousing', 'python', 'azure']"
3611,Cognizant,Data Analyst,Remote,Remote,Contract,0,Tableau|Docker|NumPy|Pandas,6.62,2023-11-13,"['numpy', 'tableau', 'docker', 'pandas']"
3612,Walmart,Senior Data Analyst,Remote,Hybrid,Internship,3,SQL|Tableau|Statistics|Machine Learning,14.2,2024-11-01,"['machine learning', 'tableau', 'sql', 'statistics']"
3613,Paytm,BI Analyst,Hyderabad,Hybrid,Internship,4,Python|Azure|Power BI|Docker|Spark,14.52,2024-08-07,"['power bi', 'spark', 'azure', 'python', 'docker']"
3614,Flipkart,BI Analyst,Pune,Hybrid,Internship,3,ETL|NumPy|Power BI|SQL,12.46,2024-02-14,"['numpy', 'sql', 'etl', 'power bi']"
3615,Microsoft,Data Analyst,Hyderabad,Remote,Contract,0,SQL|Airflow|ETL|Data Warehousing|Docker|Statistics|Git,4.0,2023-05-31,"['statistics', 'git', 'sql', 'airflow', 'etl', 'data warehousing', 'docker']"
3616,Paytm,Data Analyst,Chennai,Remote,Contract,0,Machine Learning|Pandas|Power BI|Statistics|NumPy|Excel|Tableau,7.92,2024-11-18,"['machine learning', 'numpy', 'statistics', 'excel', 'power bi', 'tableau', 'pandas']"
3617,Walmart,Senior Data Analyst,Pune,Remote,Contract,2,Spark|SQL|Docker|Pandas|Tableau|Excel|Statistics,9.79,2023-03-25,"['statistics', 'excel', 'sql', 'spark', 'tableau', 'pandas', 'docker']"
3618,Paytm,Data Analyst,Chennai,Remote,Contract,2,Spark|Data Warehousing|Tableau|ETL|Machine Learning|Airflow|Statistics|Pandas,14.7,2024-05-20,"['machine learning', 'statistics', 'airflow', 'pandas', 'spark', 'etl', 'data warehousing', 'tableau']"
3619,Razorpay,Analytics Engineer,Chennai,Onsite,Full-time,2,Machine Learning|Power BI|Azure|Pandas,13.39,2023-06-18,"['machine learning', 'pandas', 'azure', 'power bi']"
3620,Freshworks,Data Analyst,Mumbai,Hybrid,Internship,1,Machine Learning|Statistics|Python|Azure|Tableau|Docker|Power BI,10.11,2023-10-29,"['machine learning', 'statistics', 'docker', 'power bi', 'tableau', 'python', 'azure']"
3621,Freshworks,Senior Data Analyst,Mumbai,Hybrid,Internship,3,Excel|AWS|Pandas|Azure|Statistics,12.08,2023-10-17,"['statistics', 'aws', 'excel', 'pandas', 'azure']"
3622,Accenture,Data Analyst,Mumbai,Hybrid,Full-time,4,Git|Excel|ETL|Azure|Docker|NumPy|Data Warehousing,14.86,2024-06-06,"['numpy', 'excel', 'git', 'azure', 'etl', 'data warehousing', 'docker']"
3623,Walmart,Data Scientist,Remote,Remote,Internship,4,Python|Docker|Statistics|Azure,18.22,2023-02-02,"['statistics', 'python', 'azure', 'docker']"
3624,Zoho,Analytics Engineer,Hyderabad,Onsite,Full-time,7,AWS|Data Warehousing|Power BI|ETL|Machine Learning|Git|Docker|Azure,24.91,2023-05-15,"['machine learning', 'aws', 'git', 'power bi', 'azure', 'etl', 'data warehousing', 'docker']"
3625,Walmart,Business Analyst,Pune,Onsite,Internship,8,Docker|Spark|Machine Learning|Pandas|AWS,27.8,2023-10-19,"['machine learning', 'aws', 'spark', 'pandas', 'docker']"
3626,TCS,Analytics Engineer,Mumbai,Remote,Internship,1,Azure|Spark|Statistics|AWS,7.58,2024-06-25,"['spark', 'statistics', 'aws', 'azure']"
3627,Microsoft,Senior Data Analyst,Remote,Onsite,Contract,3,Spark|Airflow|Pandas|SQL|Azure|Power BI,10.61,2023-09-29,"['sql', 'airflow', 'power bi', 'spark', 'pandas', 'azure']"
3628,TCS,Data Analyst,Delhi,Onsite,Internship,7,Data Warehousing|Python|NumPy|Docker,22.82,2023-09-03,"['data warehousing', 'numpy', 'python', 'docker']"
3629,Walmart,Senior Data Analyst,Delhi,Hybrid,Internship,4,Azure|Git|Machine Learning|Spark|Airflow,16.48,2023-01-22,"['machine learning', 'git', 'airflow', 'spark', 'azure']"
3630,Accenture,BI Analyst,Bengaluru,Onsite,Full-time,3,Excel|Pandas|SQL|Azure,13.18,2024-10-14,"['pandas', 'sql', 'azure', 'excel']"
3631,Deloitte,Data Analyst,Pune,Remote,Internship,8,Azure|Machine Learning|Excel|Airflow,28.75,2024-04-20,"['airflow', 'machine learning', 'azure', 'excel']"
3632,Swiggy,BI Analyst,Chennai,Remote,Full-time,0,SQL|Spark|Docker|Python|Statistics|Git|AWS,4.06,2024-02-16,"['statistics', 'aws', 'git', 'sql', 'spark', 'python', 'docker']"
3633,Accenture,BI Analyst,Delhi,Onsite,Full-time,3,Git|Airflow|Power BI|Excel|Spark,11.28,2024-04-08,"['excel', 'git', 'airflow', 'power bi', 'spark']"
3634,Walmart,Data Analyst,Mumbai,Remote,Internship,7,Data Warehousing|SQL|Excel|Spark|Statistics|Python|Airflow|Machine Learning,26.42,2024-03-27,"['machine learning', 'statistics', 'excel', 'sql', 'airflow', 'spark', 'data warehousing', 'python']"
3635,Walmart,Analytics Engineer,Mumbai,Hybrid,Internship,7,Azure|Pandas|Spark|Data Warehousing|Tableau|AWS|Git,22.5,2024-02-03,"['aws', 'git', 'spark', 'data warehousing', 'tableau', 'pandas', 'azure']"
3636,Amazon,Data Analyst,Mumbai,Remote,Contract,8,Spark|Machine Learning|Excel|SQL|Azure|AWS,29.95,2024-01-07,"['machine learning', 'aws', 'excel', 'sql', 'spark', 'azure']"
3637,TCS,Data Scientist,Pune,Hybrid,Contract,2,Pandas|Airflow|ETL|Power BI|Spark|AWS|Python|SQL,12.45,2024-08-14,"['aws', 'sql', 'airflow', 'power bi', 'spark', 'etl', 'pandas', 'python']"
3638,Amazon,Business Analyst,Delhi,Onsite,Internship,7,Git|ETL|SQL|Pandas|Azure|Docker,22.88,2023-03-14,"['git', 'sql', 'docker', 'etl', 'pandas', 'azure']"
3639,TCS,BI Analyst,Chennai,Hybrid,Internship,3,NumPy|AWS|Docker|Statistics,11.85,2024-03-09,"['numpy', 'docker', 'statistics', 'aws']"
3640,Accenture,Data Analyst,Remote,Onsite,Contract,7,Spark|SQL|Power BI|ETL|Airflow|Python|Data Warehousing,21.5,2024-03-10,"['sql', 'airflow', 'power bi', 'spark', 'etl', 'data warehousing', 'python']"
3641,Deloitte,Data Scientist,Chennai,Onsite,Internship,5,Git|SQL|Airflow|Python|Pandas|ETL|Azure|Power BI,21.69,2023-02-24,"['git', 'sql', 'airflow', 'power bi', 'etl', 'pandas', 'python', 'azure']"
3642,Cognizant,BI Analyst,Pune,Hybrid,Contract,3,Python|Azure|Git|Tableau,10.62,2024-07-23,"['git', 'tableau', 'python', 'azure']"
3643,Freshworks,Data Scientist,Delhi,Remote,Full-time,2,AWS|Airflow|ETL|Power BI|Docker|NumPy|Machine Learning,16.95,2023-04-01,"['machine learning', 'numpy', 'aws', 'airflow', 'power bi', 'etl', 'docker']"
3644,Infosys,Data Scientist,Remote,Remote,Internship,5,Machine Learning|NumPy|Data Warehousing|Statistics|Power BI,24.83,2024-04-01,"['machine learning', 'numpy', 'statistics', 'power bi', 'data warehousing']"
3645,Cognizant,Business Analyst,Mumbai,Remote,Contract,1,AWS|Machine Learning|Azure|Data Warehousing|Excel|SQL,10.63,2023-10-04,"['machine learning', 'aws', 'excel', 'sql', 'data warehousing', 'azure']"
3646,Walmart,Data Scientist,Mumbai,Remote,Contract,6,Machine Learning|NumPy|Data Warehousing|Excel|Python,26.42,2024-05-19,"['machine learning', 'numpy', 'excel', 'data warehousing', 'python']"
3647,Paytm,Data Scientist,Chennai,Onsite,Internship,1,Git|Statistics|Azure|Data Warehousing|NumPy|Machine Learning,13.33,2023-11-25,"['machine learning', 'statistics', 'numpy', 'git', 'data warehousing', 'azure']"
3648,TCS,Data Analyst,Bengaluru,Onsite,Contract,8,Spark|Power BI|Azure|SQL|Airflow,26.46,2024-03-20,"['sql', 'airflow', 'power bi', 'spark', 'azure']"
3649,Cognizant,Business Analyst,Pune,Onsite,Internship,0,Spark|Tableau|Excel|Git|Data Warehousing|Pandas|NumPy,3.72,2024-02-17,"['numpy', 'excel', 'git', 'pandas', 'spark', 'data warehousing', 'tableau']"
3650,Microsoft,BI Analyst,Chennai,Onsite,Full-time,6,Power BI|Azure|Python|Spark,20.48,2023-03-25,"['spark', 'python', 'azure', 'power bi']"
3651,Walmart,Business Analyst,Chennai,Hybrid,Contract,6,Azure|Git|NumPy|Spark|Excel|Statistics,19.43,2024-02-09,"['numpy', 'statistics', 'excel', 'git', 'spark', 'azure']"
3652,Flipkart,Data Scientist,Remote,Onsite,Contract,7,Excel|ETL|Statistics|Data Warehousing|SQL,24.01,2024-06-16,"['statistics', 'excel', 'sql', 'etl', 'data warehousing']"
3653,Razorpay,Analytics Engineer,Chennai,Hybrid,Contract,0,Statistics|Data Warehousing|Python|AWS|Airflow,4.61,2023-05-01,"['statistics', 'aws', 'airflow', 'data warehousing', 'python']"
3654,Amazon,Data Scientist,Remote,Hybrid,Full-time,7,Docker|Tableau|Data Warehousing|NumPy,26.55,2024-04-18,"['data warehousing', 'numpy', 'tableau', 'docker']"
3655,Deloitte,Data Analyst,Pune,Remote,Full-time,5,AWS|Pandas|Machine Learning|Data Warehousing|Python,19.71,2024-03-03,"['machine learning', 'aws', 'data warehousing', 'pandas', 'python']"
3656,TCS,Analytics Engineer,Bengaluru,Hybrid,Contract,3,Airflow|Tableau|Pandas|Docker,14.58,2023-02-21,"['tableau', 'docker', 'airflow', 'pandas']"
3657,Microsoft,BI Analyst,Mumbai,Onsite,Internship,1,SQL|Statistics|NumPy|Docker|ETL|Python|Pandas,5.36,2024-04-16,"['numpy', 'statistics', 'sql', 'etl', 'pandas', 'python', 'docker']"
3658,Cognizant,Analytics Engineer,Pune,Onsite,Internship,7,Docker|NumPy|SQL|AWS|Data Warehousing|Excel|ETL,22.79,2024-02-01,"['numpy', 'aws', 'excel', 'sql', 'etl', 'data warehousing', 'docker']"
3659,Amazon,Data Analyst,Remote,Remote,Contract,8,Machine Learning|Docker|ETL|SQL|Power BI|Airflow|AWS,27.06,2024-11-16,"['machine learning', 'aws', 'sql', 'airflow', 'power bi', 'etl', 'docker']"
3660,Microsoft,Analytics Engineer,Mumbai,Onsite,Contract,8,ETL|Git|Docker|AWS|Machine Learning|Airflow,27.83,2024-04-11,"['machine learning', 'aws', 'git', 'airflow', 'etl', 'docker']"
3661,Cognizant,Analytics Engineer,Bengaluru,Onsite,Contract,6,Airflow|Docker|Power BI|Statistics|Excel|Machine Learning|Git|Tableau,24.64,2023-03-08,"['machine learning', 'statistics', 'excel', 'git', 'airflow', 'power bi', 'tableau', 'docker']"
3662,Walmart,Senior Data Analyst,Pune,Hybrid,Full-time,7,Spark|Python|SQL|Airflow|Tableau|Docker,20.45,2024-11-04,"['sql', 'airflow', 'spark', 'tableau', 'python', 'docker']"
3663,Razorpay,Data Analyst,Hyderabad,Hybrid,Internship,5,Git|Power BI|Excel|Python|Machine Learning|ETL|Airflow,20.5,2023-11-12,"['machine learning', 'excel', 'git', 'airflow', 'power bi', 'etl', 'python']"
3664,Microsoft,Data Scientist,Bengaluru,Remote,Internship,1,Git|Power BI|NumPy|Airflow|Pandas,14.51,2023-06-21,"['numpy', 'git', 'airflow', 'power bi', 'pandas']"
3665,Walmart,Business Analyst,Bengaluru,Remote,Full-time,1,Docker|Statistics|ETL|Machine Learning|SQL|Tableau,13.33,2024-01-09,"['machine learning', 'statistics', 'sql', 'etl', 'tableau', 'docker']"
3666,Microsoft,Analytics Engineer,Mumbai,Onsite,Contract,1,Airflow|Python|ETL|Excel|Statistics,6.3,2023-11-09,"['statistics', 'excel', 'airflow', 'etl', 'python']"
3667,Cognizant,Analytics Engineer,Mumbai,Onsite,Contract,4,Spark|Power BI|Pandas|SQL,13.26,2023-06-09,"['spark', 'pandas', 'sql', 'power bi']"
3668,Infosys,Analytics Engineer,Mumbai,Remote,Contract,1,Pandas|Docker|Airflow|ETL,6.56,2024-05-27,"['airflow', 'pandas', 'etl', 'docker']"
3669,Zoho,Data Scientist,Pune,Remote,Full-time,0,Data Warehousing|Power BI|Git|Docker|Excel|Airflow|SQL,10.61,2024-02-03,"['excel', 'git', 'sql', 'airflow', 'power bi', 'data warehousing', 'docker']"
3670,Flipkart,Data Analyst,Mumbai,Onsite,Internship,7,Excel|Machine Learning|Power BI|Python|NumPy|Statistics|Docker,25.22,2023-12-19,"['machine learning', 'numpy', 'statistics', 'excel', 'power bi', 'python', 'docker']"
3671,Swiggy,Business Analyst,Delhi,Remote,Full-time,4,Machine Learning|ETL|Statistics|Spark,17.97,2024-05-10,"['spark', 'machine learning', 'statistics', 'etl']"
3672,Swiggy,Senior Data Analyst,Chennai,Onsite,Full-time,0,Statistics|SQL|Tableau|ETL,4.86,2024-02-28,"['tableau', 'statistics', 'sql', 'etl']"
3673,Zoho,BI Analyst,Delhi,Hybrid,Internship,5,Docker|Pandas|Airflow|Power BI|Azure|Excel|AWS|Spark,15.79,2023-04-13,"['aws', 'excel', 'docker', 'airflow', 'power bi', 'spark', 'pandas', 'azure']"
3674,Walmart,Senior Data Analyst,Bengaluru,Onsite,Full-time,5,NumPy|Pandas|ETL|SQL|AWS|Airflow|Python|Docker,19.58,2024-02-18,"['numpy', 'aws', 'sql', 'airflow', 'etl', 'pandas', 'python', 'docker']"
3675,Cognizant,Business Analyst,Mumbai,Hybrid,Full-time,4,Excel|Data Warehousing|Statistics|Airflow|Git|Spark|Docker|Python,13.42,2024-11-26,"['statistics', 'excel', 'git', 'airflow', 'spark', 'data warehousing', 'python', 'docker']"
3676,Microsoft,BI Analyst,Hyderabad,Remote,Full-time,8,Statistics|Spark|ETL|Pandas|Excel,24.77,2023-07-06,"['statistics', 'excel', 'spark', 'etl', 'pandas']"
3677,Freshworks,Business Analyst,Remote,Hybrid,Full-time,8,Tableau|Data Warehousing|Pandas|Azure,23.72,2023-10-11,"['data warehousing', 'tableau', 'azure', 'pandas']"
3678,Amazon,Data Scientist,Hyderabad,Onsite,Internship,5,NumPy|Spark|Pandas|Airflow,20.41,2023-01-15,"['spark', 'numpy', 'airflow', 'pandas']"
3679,Swiggy,Business Analyst,Hyderabad,Remote,Full-time,7,Tableau|Git|Pandas|Power BI|ETL,22.16,2023-10-13,"['git', 'power bi', 'pandas', 'etl', 'tableau']"
3680,Zoho,Senior Data Analyst,Pune,Remote,Full-time,2,NumPy|Spark|Airflow|ETL,9.98,2024-03-23,"['spark', 'numpy', 'etl', 'airflow']"
3681,Flipkart,Analytics Engineer,Remote,Remote,Full-time,0,NumPy|Statistics|Pandas|Python|Docker|Data Warehousing|Excel,6.31,2024-06-19,"['numpy', 'statistics', 'excel', 'data warehousing', 'pandas', 'python', 'docker']"
3682,Deloitte,Senior Data Analyst,Mumbai,Onsite,Internship,8,AWS|SQL|Statistics|Docker|Azure,23.64,2024-01-10,"['statistics', 'aws', 'sql', 'docker', 'azure']"
3683,Razorpay,Senior Data Analyst,Remote,Hybrid,Contract,8,Pandas|NumPy|Docker|Spark|Git|Statistics|Python,22.97,2024-10-17,"['numpy', 'statistics', 'git', 'spark', 'pandas', 'python', 'docker']"
3684,Accenture,Analytics Engineer,Chennai,Remote,Contract,7,Airflow|Python|Machine Learning|ETL|Pandas,26.98,2023-05-20,"['machine learning', 'airflow', 'etl', 'pandas', 'python']"
3685,TCS,Business Analyst,Bengaluru,Onsite,Internship,3,Docker|Git|Pandas|Data Warehousing,13.11,2023-05-19,"['data warehousing', 'git', 'pandas', 'docker']"
3686,Flipkart,BI Analyst,Pune,Hybrid,Internship,0,AWS|Tableau|Docker|Git|Excel,4.77,2024-07-11,"['aws', 'excel', 'git', 'tableau', 'docker']"
3687,Freshworks,Data Scientist,Mumbai,Remote,Internship,6,ETL|Power BI|Tableau|Statistics|AWS,23.02,2023-02-01,"['statistics', 'aws', 'power bi', 'etl', 'tableau']"
3688,Zoho,Senior Data Analyst,Delhi,Remote,Contract,3,Pandas|Power BI|Airflow|ETL|Spark|Docker|Azure|Tableau,13.9,2023-12-05,"['airflow', 'power bi', 'spark', 'azure', 'etl', 'tableau', 'pandas', 'docker']"
3689,Accenture,Data Scientist,Chennai,Onsite,Full-time,5,ETL|Airflow|Excel|Data Warehousing|Git,20.88,2024-01-28,"['excel', 'git', 'airflow', 'etl', 'data warehousing']"
3690,Paytm,Business Analyst,Remote,Hybrid,Internship,2,NumPy|Machine Learning|Airflow|Data Warehousing,11.31,2023-05-15,"['data warehousing', 'machine learning', 'numpy', 'airflow']"
3691,Zoho,Analytics Engineer,Mumbai,Remote,Internship,6,NumPy|SQL|Statistics|ETL,19.13,2024-03-18,"['numpy', 'sql', 'etl', 'statistics']"
3692,Accenture,Analytics Engineer,Mumbai,Remote,Contract,3,Machine Learning|Azure|SQL|Python|NumPy|ETL|Data Warehousing|Tableau,16.35,2023-03-14,"['machine learning', 'numpy', 'sql', 'etl', 'data warehousing', 'tableau', 'python', 'azure']"
3693,Razorpay,Business Analyst,Delhi,Hybrid,Full-time,8,Python|AWS|Spark|Power BI|Statistics|Machine Learning|Pandas,27.9,2023-02-28,"['machine learning', 'statistics', 'aws', 'power bi', 'spark', 'pandas', 'python']"
3694,Razorpay,BI Analyst,Delhi,Remote,Contract,3,Spark|Airflow|AWS|Pandas,12.75,2023-06-30,"['spark', 'aws', 'airflow', 'pandas']"
3695,Cognizant,Data Scientist,Mumbai,Remote,Internship,0,Airflow|AWS|SQL|Power BI|Tableau|Pandas|Docker|Machine Learning,12.75,2023-01-02,"['machine learning', 'aws', 'sql', 'airflow', 'power bi', 'pandas', 'tableau', 'docker']"
3696,Swiggy,Analytics Engineer,Chennai,Remote,Internship,8,Airflow|Python|Machine Learning|SQL|Docker|ETL|Statistics|Data Warehousing,27.52,2023-07-29,"['machine learning', 'statistics', 'sql', 'airflow', 'etl', 'data warehousing', 'python', 'docker']"
3697,Deloitte,BI Analyst,Mumbai,Remote,Full-time,0,Docker|Python|Machine Learning|Azure|Pandas,7.86,2023-10-06,"['machine learning', 'docker', 'pandas', 'python', 'azure']"
3698,Swiggy,BI Analyst,Remote,Remote,Contract,2,NumPy|Pandas|Data Warehousing|Docker,10.48,2024-05-22,"['data warehousing', 'numpy', 'docker', 'pandas']"
3699,Amazon,Business Analyst,Remote,Hybrid,Internship,8,Power BI|Data Warehousing|Azure|Machine Learning|Python,27.04,2023-11-01,"['machine learning', 'power bi', 'data warehousing', 'python', 'azure']"
3700,TCS,Business Analyst,Bengaluru,Remote,Full-time,0,ETL|Data Warehousing|Pandas|Airflow|NumPy|Machine Learning|Excel|Power BI,10.67,2023-02-03,"['machine learning', 'numpy', 'excel', 'airflow', 'power bi', 'etl', 'data warehousing', 'pandas']"
3701,TCS,Analytics Engineer,Hyderabad,Onsite,Contract,7,Git|Pandas|AWS|SQL|Spark|Airflow,20.48,2024-01-31,"['aws', 'git', 'sql', 'airflow', 'spark', 'pandas']"
3702,Accenture,Analytics Engineer,Hyderabad,Onsite,Full-time,7,Airflow|Python|Tableau|ETL|Power BI|Azure,20.22,2024-06-24,"['airflow', 'power bi', 'etl', 'tableau', 'python', 'azure']"
3703,Deloitte,BI Analyst,Mumbai,Remote,Internship,0,Pandas|Statistics|Docker|Power BI|ETL|Data Warehousing,4.28,2023-03-23,"['statistics', 'power bi', 'etl', 'data warehousing', 'pandas', 'docker']"
3704,Zoho,Senior Data Analyst,Chennai,Onsite,Full-time,2,Docker|NumPy|Python|Data Warehousing,8.53,2024-04-09,"['data warehousing', 'numpy', 'python', 'docker']"
3705,Freshworks,BI Analyst,Remote,Onsite,Contract,1,Tableau|Python|AWS|Pandas|Data Warehousing|SQL|ETL|Azure,6.81,2023-07-05,"['aws', 'sql', 'pandas', 'etl', 'data warehousing', 'tableau', 'python', 'azure']"
3706,Freshworks,Data Analyst,Hyderabad,Remote,Full-time,3,Pandas|Excel|Tableau|Machine Learning|Azure|Python|SQL,17.36,2023-06-30,"['machine learning', 'excel', 'sql', 'pandas', 'tableau', 'python', 'azure']"
3707,Zoho,Analytics Engineer,Remote,Hybrid,Internship,8,AWS|Python|SQL|Docker,24.35,2023-03-26,"['sql', 'python', 'aws', 'docker']"
3708,Paytm,Business Analyst,Hyderabad,Onsite,Full-time,6,Git|ETL|Power BI|Statistics,19.73,2024-01-09,"['git', 'statistics', 'etl', 'power bi']"
3709,Amazon,Data Scientist,Chennai,Onsite,Full-time,8,Docker|NumPy|Spark|Azure,29.38,2024-01-07,"['spark', 'numpy', 'azure', 'docker']"
3710,Microsoft,Data Analyst,Chennai,Remote,Contract,6,Docker|Excel|Pandas|SQL|Python,20.13,2023-05-03,"['excel', 'sql', 'pandas', 'python', 'docker']"
3711,Cognizant,Business Analyst,Hyderabad,Onsite,Full-time,0,Power BI|Azure|SQL|Tableau|Docker|ETL,3.69,2023-07-27,"['sql', 'power bi', 'azure', 'etl', 'tableau', 'docker']"
3712,Paytm,Analytics Engineer,Chennai,Remote,Contract,2,Python|ETL|Excel|SQL|Azure|Tableau,11.04,2024-02-29,"['excel', 'sql', 'etl', 'tableau', 'python', 'azure']"
3713,Amazon,Business Analyst,Pune,Hybrid,Internship,3,SQL|Statistics|Airflow|NumPy|Tableau|Azure|Machine Learning|Pandas,13.66,2023-04-14,"['machine learning', 'numpy', 'statistics', 'sql', 'airflow', 'pandas', 'tableau', 'azure']"
3714,Zoho,Senior Data Analyst,Chennai,Onsite,Contract,8,Python|Data Warehousing|Airflow|Machine Learning,25.92,2024-01-22,"['data warehousing', 'machine learning', 'python', 'airflow']"
3715,Microsoft,Senior Data Analyst,Delhi,Onsite,Full-time,0,AWS|Docker|Machine Learning|Tableau,6.67,2023-01-06,"['machine learning', 'tableau', 'docker', 'aws']"
